date,item_id,item_name,units_sold,stockout_flag,is_weekend,is_rainy,lag_1,lag_7,rolling_7_avg
2025-07-12,M01,Nasi Goreng Spesial,137,0,1,0,126.0,116.0,101.57142857142857
2025-07-13,M01,Nasi Goreng Spesial,127,0,1,0,137.0,93.0,104.57142857142857
2025-07-14,M01,Nasi Goreng Spesial,93,0,0,0,127.0,92.0,109.42857142857143
2025-07-15,M01,Nasi Goreng Spesial,90,0,0,0,93.0,81.0,109.57142857142857
2025-07-16,M01,Nasi Goreng Spesial,112,0,0,0,90.0,111.0,110.85714285714286
2025-07-17,M01,Nasi Goreng Spesial,103,0,0,1,112.0,92.0,111.0
2025-07-18,M01,Nasi Goreng Spesial,95,0,0,0,103.0,126.0,112.57142857142857
2025-07-19,M01,Nasi Goreng Spesial,69,1,1,1,95.0,137.0,108.14285714285714
2025-07-20,M01,Nasi Goreng Spesial,132,0,1,0,69.0,127.0,98.42857142857143
2025-07-21,M01,Nasi Goreng Spesial,101,0,0,0,132.0,93.0,99.14285714285714
2025-07-22,M01,Nasi Goreng Spesial,112,0,0,0,101.0,90.0,100.28571428571429
2025-07-23,M01,Nasi Goreng Spesial,109,0,0,0,112.0,112.0,103.42857142857143
2025-07-24,M01,Nasi Goreng Spesial,108,0,0,1,109.0,103.0,103.0
2025-07-25,M01,Nasi Goreng Spesial,99,0,0,0,108.0,95.0,103.71428571428571
2025-07-26,M01,Nasi Goreng Spesial,147,0,1,0,99.0,69.0,104.28571428571429
2025-07-27,M01,Nasi Goreng Spesial,81,1,1,1,147.0,132.0,115.42857142857143
2025-07-28,M01,Nasi Goreng Spesial,110,0,0,0,81.0,101.0,108.14285714285714
2025-07-29,M01,Nasi Goreng Spesial,111,0,0,0,110.0,112.0,109.42857142857143
2025-07-30,M01,Nasi Goreng Spesial,97,0,0,0,111.0,109.0,109.28571428571429
2025-07-31,M01,Nasi Goreng Spesial,119,0,0,0,97.0,108.0,107.57142857142857
2025-08-01,M01,Nasi Goreng Spesial,77,0,0,1,119.0,99.0,109.14285714285714
2025-08-02,M01,Nasi Goreng Spesial,115,0,1,1,77.0,147.0,106.0
2025-08-03,M01,Nasi Goreng Spesial,122,0,1,1,115.0,81.0,101.42857142857143
2025-08-04,M01,Nasi Goreng Spesial,98,0,0,0,122.0,110.0,107.28571428571429
2025-08-05,M01,Nasi Goreng Spesial,106,0,0,0,98.0,111.0,105.57142857142857
2025-08-06,M01,Nasi Goreng Spesial,90,0,0,0,106.0,97.0,104.85714285714286
2025-08-07,M01,Nasi Goreng Spesial,107,0,0,0,90.0,119.0,103.85714285714286
2025-08-08,M01,Nasi Goreng Spesial,91,0,0,0,107.0,77.0,102.14285714285714
2025-08-09,M01,Nasi Goreng Spesial,117,0,1,0,91.0,115.0,104.14285714285714
2025-08-10,M01,Nasi Goreng Spesial,118,0,1,0,117.0,122.0,104.42857142857143
2025-08-11,M01,Nasi Goreng Spesial,99,0,0,0,118.0,98.0,103.85714285714286
2025-08-12,M01,Nasi Goreng Spesial,109,0,0,0,99.0,106.0,104.0
2025-08-13,M01,Nasi Goreng Spesial,111,0,0,0,109.0,90.0,104.42857142857143
2025-08-14,M01,Nasi Goreng Spesial,72,1,0,0,111.0,107.0,107.42857142857143
2025-08-15,M01,Nasi Goreng Spesial,119,0,0,0,72.0,91.0,102.42857142857143
2025-08-16,M01,Nasi Goreng Spesial,99,0,1,1,119.0,117.0,106.42857142857143
2025-08-17,M01,Nasi Goreng Spesial,111,0,1,1,99.0,118.0,103.85714285714286
2025-08-18,M01,Nasi Goreng Spesial,112,0,0,0,111.0,99.0,102.85714285714286
2025-08-19,M01,Nasi Goreng Spesial,121,0,0,0,112.0,109.0,104.71428571428571
2025-08-20,M01,Nasi Goreng Spesial,95,0,0,1,121.0,111.0,106.42857142857143
2025-08-21,M01,Nasi Goreng Spesial,98,0,0,0,95.0,72.0,104.14285714285714
2025-08-22,M01,Nasi Goreng Spesial,84,0,0,0,98.0,119.0,107.85714285714286
2025-08-23,M01,Nasi Goreng Spesial,103,0,1,0,84.0,99.0,102.85714285714286
2025-08-24,M01,Nasi Goreng Spesial,140,0,1,0,103.0,111.0,103.42857142857143
2025-08-25,M01,Nasi Goreng Spesial,101,0,0,0,140.0,112.0,107.57142857142857
2025-08-26,M01,Nasi Goreng Spesial,81,1,0,0,101.0,121.0,106.0
2025-08-27,M01,Nasi Goreng Spesial,106,0,0,0,81.0,95.0,100.28571428571429
2025-08-28,M01,Nasi Goreng Spesial,105,0,0,0,106.0,98.0,101.85714285714286
2025-08-29,M01,Nasi Goreng Spesial,94,0,0,0,105.0,84.0,102.85714285714286
2025-08-30,M01,Nasi Goreng Spesial,118,0,1,0,94.0,103.0,104.28571428571429
2025-08-31,M01,Nasi Goreng Spesial,92,0,1,1,118.0,140.0,106.42857142857143
2025-09-01,M01,Nasi Goreng Spesial,100,0,0,0,92.0,101.0,99.57142857142857
2025-09-02,M01,Nasi Goreng Spesial,93,0,0,0,100.0,81.0,99.42857142857143
2025-09-03,M01,Nasi Goreng Spesial,89,0,0,1,93.0,106.0,101.14285714285714
2025-09-04,M01,Nasi Goreng Spesial,103,0,0,0,89.0,105.0,98.71428571428571
2025-09-05,M01,Nasi Goreng Spesial,63,1,0,1,103.0,94.0,98.42857142857143
2025-09-06,M01,Nasi Goreng Spesial,117,0,1,0,63.0,118.0,94.0
2025-09-07,M01,Nasi Goreng Spesial,136,0,1,0,117.0,92.0,93.85714285714286
2025-09-08,M01,Nasi Goreng Spesial,74,0,0,1,136.0,100.0,100.14285714285714
2025-09-09,M01,Nasi Goreng Spesial,69,1,0,0,74.0,93.0,96.42857142857143
2025-09-10,M01,Nasi Goreng Spesial,51,1,0,1,69.0,89.0,93.0
2025-09-11,M01,Nasi Goreng Spesial,113,0,0,0,51.0,103.0,87.57142857142857
2025-09-12,M01,Nasi Goreng Spesial,100,0,0,0,113.0,63.0,89.0
2025-09-13,M01,Nasi Goreng Spesial,135,0,1,0,100.0,117.0,94.28571428571429
2025-09-14,M01,Nasi Goreng Spesial,107,0,1,1,135.0,136.0,96.85714285714286
2025-09-15,M01,Nasi Goreng Spesial,94,0,0,0,107.0,74.0,92.71428571428571
2025-09-16,M01,Nasi Goreng Spesial,92,0,0,1,94.0,69.0,95.57142857142857
2025-09-17,M01,Nasi Goreng Spesial,101,0,0,0,92.0,51.0,98.85714285714286
2025-09-18,M01,Nasi Goreng Spesial,59,0,0,1,101.0,113.0,106.0
2025-09-19,M01,Nasi Goreng Spesial,97,0,0,1,59.0,100.0,98.28571428571429
2025-09-20,M01,Nasi Goreng Spesial,98,0,1,1,97.0,135.0,97.85714285714286
2025-09-21,M01,Nasi Goreng Spesial,125,0,1,1,98.0,107.0,92.57142857142857
2025-09-22,M01,Nasi Goreng Spesial,88,0,0,1,125.0,94.0,95.14285714285714
2025-09-23,M01,Nasi Goreng Spesial,85,0,0,1,88.0,92.0,94.28571428571429
2025-09-24,M01,Nasi Goreng Spesial,94,0,0,1,85.0,101.0,93.28571428571429
2025-09-25,M01,Nasi Goreng Spesial,65,1,0,0,94.0,59.0,92.28571428571429
2025-09-26,M01,Nasi Goreng Spesial,94,0,0,1,65.0,97.0,93.14285714285714
2025-09-27,M01,Nasi Goreng Spesial,129,0,1,0,94.0,98.0,92.71428571428571
2025-09-28,M01,Nasi Goreng Spesial,143,0,1,0,129.0,125.0,97.14285714285714
2025-09-29,M01,Nasi Goreng Spesial,90,0,0,0,143.0,88.0,99.71428571428571
2025-09-30,M01,Nasi Goreng Spesial,89,0,0,0,90.0,85.0,100.0
2025-10-01,M01,Nasi Goreng Spesial,85,0,0,1,89.0,94.0,100.57142857142857
2025-10-02,M01,Nasi Goreng Spesial,69,0,0,1,85.0,65.0,99.28571428571429
2025-10-03,M01,Nasi Goreng Spesial,105,0,0,0,69.0,94.0,99.85714285714286
2025-10-04,M01,Nasi Goreng Spesial,115,0,1,1,105.0,129.0,101.42857142857143
2025-10-05,M01,Nasi Goreng Spesial,87,1,1,0,115.0,143.0,99.42857142857143
2025-10-06,M01,Nasi Goreng Spesial,93,0,0,0,87.0,90.0,91.42857142857143
2025-10-07,M01,Nasi Goreng Spesial,81,1,0,0,93.0,89.0,91.85714285714286
2025-10-08,M01,Nasi Goreng Spesial,101,0,0,0,81.0,85.0,90.71428571428571
2025-10-09,M01,Nasi Goreng Spesial,111,0,0,0,101.0,69.0,93.0
2025-10-10,M01,Nasi Goreng Spesial,69,0,0,1,111.0,105.0,99.0
2025-10-11,M01,Nasi Goreng Spesial,101,0,1,1,69.0,115.0,93.85714285714286
2025-10-12,M01,Nasi Goreng Spesial,113,0,1,0,101.0,87.0,91.85714285714286
2025-10-13,M01,Nasi Goreng Spesial,91,0,0,0,113.0,93.0,95.57142857142857
2025-10-14,M01,Nasi Goreng Spesial,80,0,0,1,91.0,81.0,95.28571428571429
2025-10-15,M01,Nasi Goreng Spesial,88,0,0,1,80.0,101.0,95.14285714285714
2025-10-16,M01,Nasi Goreng Spesial,91,0,0,0,88.0,111.0,93.28571428571429
2025-10-17,M01,Nasi Goreng Spesial,89,0,0,1,91.0,69.0,90.42857142857143
2025-10-18,M01,Nasi Goreng Spesial,112,0,1,1,89.0,101.0,93.28571428571429
2025-10-19,M01,Nasi Goreng Spesial,112,0,1,0,112.0,113.0,94.85714285714286
2025-10-20,M01,Nasi Goreng Spesial,106,0,0,0,112.0,91.0,94.71428571428571
2025-10-21,M01,Nasi Goreng Spesial,80,0,0,1,106.0,80.0,96.85714285714286
2025-10-22,M01,Nasi Goreng Spesial,85,0,0,1,80.0,88.0,96.85714285714286
2025-10-23,M01,Nasi Goreng Spesial,105,0,0,0,85.0,91.0,96.42857142857143
2025-10-24,M01,Nasi Goreng Spesial,103,0,0,0,105.0,89.0,98.42857142857143
2025-10-25,M01,Nasi Goreng Spesial,77,1,1,1,103.0,112.0,100.42857142857143
2025-10-26,M01,Nasi Goreng Spesial,96,0,1,1,77.0,112.0,95.42857142857143
2025-10-27,M01,Nasi Goreng Spesial,104,0,0,0,96.0,106.0,93.14285714285714
2025-10-28,M01,Nasi Goreng Spesial,115,0,0,0,104.0,80.0,92.85714285714286
2025-10-29,M01,Nasi Goreng Spesial,101,0,0,0,115.0,85.0,97.85714285714286
2025-10-30,M01,Nasi Goreng Spesial,104,0,0,0,101.0,105.0,100.14285714285714
2025-10-31,M01,Nasi Goreng Spesial,69,1,0,0,104.0,103.0,100.0
2025-11-01,M01,Nasi Goreng Spesial,144,0,1,0,69.0,77.0,95.14285714285714
2025-11-02,M01,Nasi Goreng Spesial,115,0,1,1,144.0,96.0,104.71428571428571
2025-11-03,M01,Nasi Goreng Spesial,92,0,0,0,115.0,104.0,107.42857142857143
2025-11-04,M01,Nasi Goreng Spesial,99,0,0,0,92.0,115.0,105.71428571428571
2025-11-05,M01,Nasi Goreng Spesial,93,0,0,1,99.0,101.0,103.42857142857143
2025-11-06,M01,Nasi Goreng Spesial,97,0,0,0,93.0,104.0,102.28571428571429
2025-11-07,M01,Nasi Goreng Spesial,110,0,0,0,97.0,69.0,101.28571428571429
2025-11-08,M01,Nasi Goreng Spesial,134,0,1,0,110.0,144.0,107.14285714285714
2025-11-09,M01,Nasi Goreng Spesial,92,1,1,0,134.0,115.0,105.71428571428571
2025-11-10,M01,Nasi Goreng Spesial,98,0,0,0,92.0,92.0,102.42857142857143
2025-11-11,M01,Nasi Goreng Spesial,109,0,0,0,98.0,99.0,103.28571428571429
2025-11-12,M01,Nasi Goreng Spesial,113,0,0,0,109.0,93.0,104.71428571428571
2025-11-13,M01,Nasi Goreng Spesial,100,0,0,0,113.0,97.0,107.57142857142857
2025-11-14,M01,Nasi Goreng Spesial,90,0,0,1,100.0,110.0,108.0
2025-11-15,M01,Nasi Goreng Spesial,141,0,1,0,90.0,134.0,105.14285714285714
2025-11-16,M01,Nasi Goreng Spesial,138,0,1,0,141.0,92.0,106.14285714285714
2025-11-17,M01,Nasi Goreng Spesial,80,0,0,1,138.0,98.0,112.71428571428571
2025-11-18,M01,Nasi Goreng Spesial,70,0,0,1,80.0,109.0,110.14285714285714
2025-11-19,M01,Nasi Goreng Spesial,107,0,0,0,70.0,113.0,104.57142857142857
2025-11-20,M01,Nasi Goreng Spesial,90,0,0,0,107.0,100.0,103.71428571428571
2025-11-21,M01,Nasi Goreng Spesial,104,0,0,0,90.0,90.0,102.28571428571429
2025-11-22,M01,Nasi Goreng Spesial,105,0,1,1,104.0,141.0,104.28571428571429
2025-11-23,M01,Nasi Goreng Spesial,76,1,1,1,105.0,138.0,99.14285714285714
2025-11-24,M01,Nasi Goreng Spesial,66,0,0,1,76.0,80.0,90.28571428571429
2025-11-25,M01,Nasi Goreng Spesial,91,0,0,1,66.0,70.0,88.28571428571429
2025-11-26,M01,Nasi Goreng Spesial,117,0,0,0,91.0,107.0,91.28571428571429
2025-11-27,M01,Nasi Goreng Spesial,101,0,0,0,117.0,90.0,92.71428571428571
2025-11-28,M01,Nasi Goreng Spesial,111,0,0,0,101.0,104.0,94.28571428571429
2025-11-29,M01,Nasi Goreng Spesial,117,0,1,0,111.0,105.0,95.28571428571429
2025-11-30,M01,Nasi Goreng Spesial,126,0,1,0,117.0,76.0,97.0
2025-12-01,M01,Nasi Goreng Spesial,98,0,0,1,126.0,66.0,104.14285714285714
2025-12-02,M01,Nasi Goreng Spesial,62,1,0,0,98.0,91.0,108.71428571428571
2025-12-03,M01,Nasi Goreng Spesial,111,0,0,0,62.0,117.0,104.57142857142857
2025-12-04,M01,Nasi Goreng Spesial,104,0,0,0,111.0,101.0,103.71428571428571
2025-12-05,M01,Nasi Goreng Spesial,94,0,0,1,104.0,111.0,104.14285714285714
2025-12-06,M01,Nasi Goreng Spesial,108,0,1,1,94.0,117.0,101.71428571428571
2025-12-07,M01,Nasi Goreng Spesial,133,0,1,0,108.0,126.0,100.42857142857143
2025-12-08,M01,Nasi Goreng Spesial,82,0,0,0,133.0,98.0,101.42857142857143
2025-12-09,M01,Nasi Goreng Spesial,92,0,0,0,82.0,62.0,99.14285714285714
2025-12-10,M01,Nasi Goreng Spesial,108,0,0,0,92.0,111.0,103.42857142857143
2025-12-11,M01,Nasi Goreng Spesial,83,0,0,1,108.0,104.0,103.0
2025-12-12,M01,Nasi Goreng Spesial,91,0,0,0,83.0,94.0,100.0
2025-12-13,M01,Nasi Goreng Spesial,106,0,1,0,91.0,108.0,99.57142857142857
2025-12-14,M01,Nasi Goreng Spesial,98,0,1,1,106.0,133.0,99.28571428571429
2025-12-15,M01,Nasi Goreng Spesial,85,0,0,0,98.0,82.0,94.28571428571429
2025-12-16,M01,Nasi Goreng Spesial,102,0,0,0,85.0,92.0,94.71428571428571
2025-12-17,M01,Nasi Goreng Spesial,106,0,0,0,102.0,108.0,96.14285714285714
2025-12-18,M01,Nasi Goreng Spesial,104,0,0,0,106.0,83.0,95.85714285714286
2025-12-19,M01,Nasi Goreng Spesial,104,0,0,0,104.0,91.0,98.85714285714286
2025-12-20,M01,Nasi Goreng Spesial,115,0,1,1,104.0,106.0,100.71428571428571
2025-12-21,M01,Nasi Goreng Spesial,135,0,1,0,115.0,98.0,102.0
2025-12-22,M01,Nasi Goreng Spesial,92,0,0,0,135.0,85.0,107.28571428571429
2025-12-23,M01,Nasi Goreng Spesial,92,0,0,0,92.0,102.0,108.28571428571429
2025-12-24,M01,Nasi Goreng Spesial,111,0,0,0,92.0,106.0,106.85714285714286
2025-12-25,M01,Nasi Goreng Spesial,66,1,0,0,111.0,104.0,107.57142857142857
2025-12-26,M01,Nasi Goreng Spesial,111,0,0,0,66.0,104.0,102.14285714285714
2025-12-27,M01,Nasi Goreng Spesial,107,0,1,1,111.0,115.0,103.14285714285714
2025-12-28,M01,Nasi Goreng Spesial,124,0,1,1,107.0,135.0,102.0
2025-12-29,M01,Nasi Goreng Spesial,73,0,0,1,124.0,92.0,100.42857142857143
2025-12-30,M01,Nasi Goreng Spesial,105,0,0,0,73.0,92.0,97.71428571428571
2025-12-31,M01,Nasi Goreng Spesial,96,0,0,1,105.0,111.0,99.57142857142857
2026-01-01,M01,Nasi Goreng Spesial,109,0,0,0,96.0,66.0,97.42857142857143
2026-01-02,M01,Nasi Goreng Spesial,87,0,0,0,109.0,111.0,103.57142857142857
2026-01-03,M01,Nasi Goreng Spesial,89,1,1,0,87.0,107.0,100.14285714285714
2026-01-04,M01,Nasi Goreng Spesial,130,0,1,0,89.0,124.0,97.57142857142857
2026-01-05,M01,Nasi Goreng Spesial,91,0,0,1,130.0,73.0,98.42857142857143
2026-01-06,M01,Nasi Goreng Spesial,105,0,0,0,91.0,105.0,101.0
2026-01-07,M01,Nasi Goreng Spesial,102,0,0,0,105.0,96.0,101.0
2026-01-08,M01,Nasi Goreng Spesial,83,0,0,0,102.0,109.0,101.85714285714286
2026-01-09,M01,Nasi Goreng Spesial,119,0,0,0,83.0,87.0,98.14285714285714
2026-01-10,M01,Nasi Goreng Spesial,135,0,1,0,119.0,89.0,102.71428571428571
2026-01-11,M01,Nasi Goreng Spesial,84,1,1,0,135.0,130.0,109.28571428571429
2026-01-12,M01,Nasi Goreng Spesial,104,0,0,0,84.0,91.0,102.71428571428571
2026-01-13,M01,Nasi Goreng Spesial,81,0,0,0,104.0,105.0,104.57142857142857
2026-01-14,M01,Nasi Goreng Spesial,81,0,0,1,81.0,102.0,101.14285714285714
2026-01-15,M01,Nasi Goreng Spesial,104,0,0,0,81.0,83.0,98.14285714285714
2026-01-16,M01,Nasi Goreng Spesial,83,0,0,1,104.0,119.0,101.14285714285714
2026-01-17,M01,Nasi Goreng Spesial,131,0,1,0,83.0,135.0,96.0
2026-01-18,M01,Nasi Goreng Spesial,91,1,1,0,131.0,84.0,95.42857142857143
2026-01-19,M01,Nasi Goreng Spesial,104,0,0,0,91.0,104.0,96.42857142857143
2026-01-20,M01,Nasi Goreng Spesial,97,0,0,0,104.0,81.0,96.42857142857143
2026-01-21,M01,Nasi Goreng Spesial,88,0,0,0,97.0,81.0,98.71428571428571
2026-01-22,M01,Nasi Goreng Spesial,69,0,0,1,88.0,104.0,99.71428571428571
2026-01-23,M01,Nasi Goreng Spesial,104,0,0,1,69.0,83.0,94.71428571428571
2026-01-24,M01,Nasi Goreng Spesial,132,0,1,0,104.0,131.0,97.71428571428571
2026-01-25,M01,Nasi Goreng Spesial,134,0,1,1,132.0,91.0,97.85714285714286
2026-01-26,M01,Nasi Goreng Spesial,74,1,0,0,134.0,104.0,104.0
2026-01-27,M01,Nasi Goreng Spesial,113,0,0,0,74.0,97.0,99.71428571428571
2026-01-28,M01,Nasi Goreng Spesial,96,0,0,0,113.0,88.0,102.0
2026-01-29,M01,Nasi Goreng Spesial,96,0,0,0,96.0,69.0,103.14285714285714
2026-01-30,M01,Nasi Goreng Spesial,97,0,0,0,96.0,104.0,107.0
2026-01-31,M01,Nasi Goreng Spesial,106,0,1,1,97.0,132.0,106.0
2026-02-01,M01,Nasi Goreng Spesial,128,0,1,0,106.0,134.0,102.28571428571429
2026-02-02,M01,Nasi Goreng Spesial,100,0,0,0,128.0,74.0,101.42857142857143
2026-02-03,M01,Nasi Goreng Spesial,77,1,0,0,100.0,113.0,105.14285714285714
2026-02-04,M01,Nasi Goreng Spesial,79,0,0,1,77.0,96.0,100.0
2026-02-05,M01,Nasi Goreng Spesial,93,0,0,0,79.0,96.0,97.57142857142857
2026-02-06,M01,Nasi Goreng Spesial,102,0,0,0,93.0,97.0,97.14285714285714
2026-02-07,M01,Nasi Goreng Spesial,128,0,1,0,102.0,106.0,97.85714285714286
2026-02-08,M01,Nasi Goreng Spesial,135,0,1,0,128.0,128.0,101.0
2026-02-09,M01,Nasi Goreng Spesial,106,0,0,0,135.0,100.0,102.0
2026-02-10,M01,Nasi Goreng Spesial,104,0,0,0,106.0,77.0,102.85714285714286
2026-02-11,M01,Nasi Goreng Spesial,72,1,0,0,104.0,79.0,106.71428571428571
2026-02-12,M01,Nasi Goreng Spesial,86,0,0,0,72.0,93.0,105.71428571428571
2026-02-13,M01,Nasi Goreng Spesial,87,0,0,1,86.0,102.0,104.71428571428571
2026-02-14,M01,Nasi Goreng Spesial,117,0,1,1,87.0,128.0,102.57142857142857
2026-02-15,M01,Nasi Goreng Spesial,138,0,1,0,117.0,135.0,101.0
2026-02-16,M01,Nasi Goreng Spesial,92,0,0,1,138.0,106.0,101.42857142857143
2026-02-17,M01,Nasi Goreng Spesial,107,0,0,0,92.0,104.0,99.42857142857143
2026-02-18,M01,Nasi Goreng Spesial,96,0,0,0,107.0,72.0,99.85714285714286
2026-02-19,M01,Nasi Goreng Spesial,97,0,0,0,96.0,86.0,103.28571428571429
2026-02-20,M01,Nasi Goreng Spesial,101,0,0,1,97.0,87.0,104.85714285714286
2026-02-21,M01,Nasi Goreng Spesial,102,0,1,1,101.0,117.0,106.85714285714286
2026-02-22,M01,Nasi Goreng Spesial,131,0,1,0,102.0,138.0,104.71428571428571
2026-02-23,M01,Nasi Goreng Spesial,102,0,0,0,131.0,92.0,103.71428571428571
2026-02-24,M01,Nasi Goreng Spesial,96,0,0,1,102.0,107.0,105.14285714285714
2026-02-25,M01,Nasi Goreng Spesial,87,0,0,1,96.0,96.0,103.57142857142857
2026-02-26,M01,Nasi Goreng Spesial,106,0,0,0,87.0,97.0,102.28571428571429
2026-02-27,M01,Nasi Goreng Spesial,84,0,0,0,106.0,101.0,103.57142857142857
2026-02-28,M01,Nasi Goreng Spesial,105,1,1,0,84.0,102.0,101.14285714285714
2026-03-01,M01,Nasi Goreng Spesial,140,0,1,0,105.0,131.0,101.57142857142857
2026-03-02,M01,Nasi Goreng Spesial,117,0,0,0,140.0,102.0,102.85714285714286
2026-03-03,M01,Nasi Goreng Spesial,110,0,0,0,117.0,96.0,105.0
2026-03-04,M01,Nasi Goreng Spesial,125,0,0,0,110.0,87.0,107.0
2026-03-05,M01,Nasi Goreng Spesial,122,0,0,0,125.0,106.0,112.42857142857143
2026-03-06,M01,Nasi Goreng Spesial,108,0,0,0,122.0,84.0,114.71428571428571
2026-03-07,M01,Nasi Goreng Spesial,143,0,1,0,108.0,105.0,118.14285714285714
2026-03-08,M01,Nasi Goreng Spesial,126,0,1,0,143.0,140.0,123.57142857142857
2026-03-09,M01,Nasi Goreng Spesial,73,0,0,1,126.0,117.0,121.57142857142857
2026-03-10,M01,Nasi Goreng Spesial,99,0,0,0,73.0,110.0,115.28571428571429
2026-03-11,M01,Nasi Goreng Spesial,85,0,0,1,99.0,125.0,113.71428571428571
2026-03-12,M01,Nasi Goreng Spesial,115,0,0,0,85.0,122.0,108.0
2026-03-13,M01,Nasi Goreng Spesial,105,0,0,0,115.0,108.0,107.0
2026-03-14,M01,Nasi Goreng Spesial,118,0,1,0,105.0,143.0,106.57142857142857
2026-03-15,M01,Nasi Goreng Spesial,103,0,1,1,118.0,126.0,103.0
2026-03-16,M01,Nasi Goreng Spesial,97,0,0,0,103.0,73.0,99.71428571428571
2026-03-17,M01,Nasi Goreng Spesial,66,1,0,0,97.0,99.0,103.14285714285714
2026-03-18,M01,Nasi Goreng Spesial,110,0,0,0,66.0,85.0,98.42857142857143
2026-03-19,M01,Nasi Goreng Spesial,91,0,0,0,110.0,115.0,102.0
2026-03-20,M01,Nasi Goreng Spesial,79,0,0,1,91.0,105.0,98.57142857142857
2026-03-21,M01,Nasi Goreng Spesial,108,1,1,0,79.0,118.0,94.85714285714286
2026-03-22,M01,Nasi Goreng Spesial,113,0,1,1,108.0,103.0,93.42857142857143
2026-03-23,M01,Nasi Goreng Spesial,87,0,0,1,113.0,97.0,94.85714285714286
2026-03-24,M01,Nasi Goreng Spesial,111,0,0,0,87.0,66.0,93.42857142857143
2026-03-25,M01,Nasi Goreng Spesial,105,0,0,0,111.0,110.0,99.85714285714286
2026-03-26,M01,Nasi Goreng Spesial,94,0,0,0,105.0,91.0,99.14285714285714
2026-03-27,M01,Nasi Goreng Spesial,96,0,0,0,94.0,79.0,99.57142857142857
2026-03-28,M01,Nasi Goreng Spesial,131,0,1,1,96.0,108.0,102.0
2026-03-29,M01,Nasi Goreng Spesial,138,0,1,0,131.0,113.0,105.28571428571429
2026-03-30,M01,Nasi Goreng Spesial,88,0,0,1,138.0,87.0,108.85714285714286
2026-03-31,M01,Nasi Goreng Spesial,101,0,0,0,88.0,111.0,109.0
2026-04-01,M01,Nasi Goreng Spesial,101,0,0,0,101.0,105.0,107.57142857142857
2026-04-02,M01,Nasi Goreng Spesial,94,0,0,0,101.0,94.0,107.0
2026-04-03,M01,Nasi Goreng Spesial,91,0,0,0,94.0,96.0,107.0
2026-04-04,M01,Nasi Goreng Spesial,126,0,1,0,91.0,131.0,106.28571428571429
2026-04-05,M01,Nasi Goreng Spesial,124,0,1,0,126.0,138.0,105.57142857142857
2026-04-06,M01,Nasi Goreng Spesial,102,0,0,0,124.0,88.0,103.57142857142857
2026-04-07,M01,Nasi Goreng Spesial,88,0,0,1,102.0,101.0,105.57142857142857
2026-04-08,M01,Nasi Goreng Spesial,88,0,0,0,88.0,101.0,103.71428571428571
2026-04-09,M01,Nasi Goreng Spesial,86,0,0,0,88.0,94.0,101.85714285714286
2026-04-10,M01,Nasi Goreng Spesial,93,0,0,0,86.0,91.0,100.71428571428571
2026-04-11,M01,Nasi Goreng Spesial,126,0,1,0,93.0,126.0,101.0
2026-04-12,M01,Nasi Goreng Spesial,131,0,1,0,126.0,124.0,101.0
2026-04-13,M01,Nasi Goreng Spesial,108,0,0,0,131.0,102.0,102.0
2026-04-14,M01,Nasi Goreng Spesial,85,0,0,1,108.0,88.0,102.85714285714286
2026-04-15,M01,Nasi Goreng Spesial,86,0,0,1,85.0,88.0,102.42857142857143
2026-04-16,M01,Nasi Goreng Spesial,92,0,0,0,86.0,86.0,102.14285714285714
2026-04-17,M01,Nasi Goreng Spesial,85,0,0,0,92.0,93.0,103.0
2026-04-18,M01,Nasi Goreng Spesial,122,0,1,1,85.0,126.0,101.85714285714286
2026-04-19,M01,Nasi Goreng Spesial,116,0,1,1,122.0,131.0,101.28571428571429
2026-04-20,M01,Nasi Goreng Spesial,104,0,0,0,116.0,108.0,99.14285714285714
2026-04-21,M01,Nasi Goreng Spesial,76,0,0,1,104.0,85.0,98.57142857142857
2026-04-22,M01,Nasi Goreng Spesial,86,0,0,1,76.0,86.0,97.28571428571429
2026-04-23,M01,Nasi Goreng Spesial,100,0,0,0,86.0,92.0,97.28571428571429
2026-04-24,M01,Nasi Goreng Spesial,107,0,0,0,100.0,85.0,98.42857142857143
2026-04-25,M01,Nasi Goreng Spesial,95,0,1,1,107.0,122.0,101.57142857142857
2026-04-26,M01,Nasi Goreng Spesial,105,0,1,1,95.0,116.0,97.71428571428571
2026-04-27,M01,Nasi Goreng Spesial,103,0,0,0,105.0,104.0,96.14285714285714
2026-04-28,M01,Nasi Goreng Spesial,100,0,0,0,103.0,76.0,96.0
2026-04-29,M01,Nasi Goreng Spesial,112,0,0,0,100.0,86.0,99.42857142857143
2026-04-30,M01,Nasi Goreng Spesial,80,0,0,1,112.0,100.0,103.14285714285714
2026-05-01,M01,Nasi Goreng Spesial,97,0,0,0,80.0,107.0,100.28571428571429
2026-05-02,M01,Nasi Goreng Spesial,126,0,1,0,97.0,95.0,98.85714285714286
2026-05-03,M01,Nasi Goreng Spesial,104,0,1,1,126.0,105.0,103.28571428571429
2026-05-04,M01,Nasi Goreng Spesial,99,0,0,1,104.0,103.0,103.14285714285714
2026-05-05,M01,Nasi Goreng Spesial,86,0,0,0,99.0,100.0,102.57142857142857
2026-05-06,M01,Nasi Goreng Spesial,92,0,0,0,86.0,112.0,100.57142857142857
2026-05-07,M01,Nasi Goreng Spesial,72,0,0,0,92.0,80.0,97.71428571428571
